Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-10-22,30,30,30,30,WASHINGTON,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-10-29,28,28,28,28,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-10-29,30,35,30,35,WASHINGTON,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-11-05,24.5,28,24.5,28,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-11-05,35,35,35,35,WASHINGTON,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-11-12,24,24,24,24,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-11-19,24,24.5,24,24.5,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-11-19,30,30,30,30,WASHINGTON,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-11-26,24,24,24,24,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-12-03,24,24,24,24,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2016-12-10,24,24,24,24,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-01-07,25,25,25,25,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-01-14,25,25,25,25,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-09-02,36,36,36,36,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-09-09,36,36,36,36,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-09-16,33,36,33,36,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-09-23,32.75,36,32.75,36,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,PIE TYPE,,,2017-09-30,32.75,33.5,32.75,33.5,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,PIE TYPE,,,2017-09-16,260,260,260,260,CALIFORNIA,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,PIE TYPE,,,2017-09-23,260,260,260,260,CALIFORNIA,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,PIE TYPE,,,2017-09-30,260,260,260,260,CALIFORNIA,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,36 inch bins,PIE TYPE,,,2017-09-23,440,440,440,440,CALIFORNIA,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,36 inch bins,PIE TYPE,,,2017-09-30,440,440,440,440,CALIFORNIA,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,50 lb cartons,PIE TYPE,,,2016-10-01,32,33,32,33,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,50 lb cartons,PIE TYPE,,,2016-10-08,32,34,32,34,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,50 lb cartons,PIE TYPE,,,2016-10-15,30,34,30,34,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel cartons,PIE TYPE,,,2016-10-15,16,18,16,18,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel cartons,PIE TYPE,,,2016-10-22,16,18,16,18,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel cartons,PIE TYPE,,,2016-10-29,16,18,16,18,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel cartons,PIE TYPE,,,2016-11-05,16,18,16,18,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel cartons,PIE TYPE,,,2016-11-12,16,18,16,18,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,BLUE TYPE,,,2017-09-30,200,200,200,200,CALIFORNIA,,med,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,BIG MACK TYPE,,,2016-10-15,140,140,140,140,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,BIG MACK TYPE,,,2016-10-22,140,140,140,140,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,BIG MACK TYPE,,,2016-10-29,140,140,140,140,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,each,BIG MACK TYPE,,,2016-10-29,65,80,65,80,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,each,BIG MACK TYPE,,,2016-11-05,65,80,65,80,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,2016-10-01,160,175,160,175,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,2016-10-08,160,160,160,160,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,2016-10-15,160,160,160,160,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,2016-10-22,160,160,160,160,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,2016-10-29,140,160,140,160,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,MIXED HEIRLOOM VARIETIES,,,2016-11-05,140,160,140,160,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,MIXED HEIRLOOM VARIETIES,,,2017-09-23,200,200,200,200,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,MIXED HEIRLOOM VARIETIES,,,2017-09-30,200,200,200,200,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-09-24,20,26,20,26,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-01,20,20,20,20,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-01,20,20,20,20,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-01,20,20,20,20,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-08,20,22,20,22,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-08,20,22,20,22,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-08,20,22,20,22,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-15,20,22,20,22,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-15,20,22,20,22,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-15,20,22,20,22,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-22,20,22,20,22,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-22,20,22,20,22,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-22,20,22,20,22,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-29,20,20,20,20,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-29,20,20,20,20,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-29,20,20,20,20,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-05,20,20,20,20,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-05,20,20,20,20,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-05,20,20,20,20,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-12,20,20,20,20,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-12,20,20,20,20,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-30,24,24,24,24,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-30,24,24,24,24,CALIFORNIA,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-30,24,24,24,24,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-01,30,35,30,35,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-01,30,35,30,35,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-08,30,35,30,35,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-08,30,35,30,35,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-15,30,35,30,35,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-15,30,35,30,35,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-22,30,35,30,35,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-22,30,35,30,35,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-29,30,30,30,30,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-10-29,30,30,30,30,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-11-05,30,30,30,30,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,FLAT TYPE,,2016-11-05,30,30,30,30,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2016-10-08,25,48,25,48,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2016-10-15,45,48,45,48,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2016-10-22,45,48,45,48,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2016-10-22,45,48,45,48,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2016-10-29,45,48,45,48,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2016-11-05,45,45,45,45,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2017-09-23,48,48,48,48,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2017-09-23,48,55,48,55,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2017-09-30,46,48,46,48,CALIFORNIA,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,MINIATURE,FLAT TYPE,,2017-09-30,46,55,46,55,CALIFORNIA,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-09-24,20,26,20,26,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-01,20,20,20,20,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-08,20,22,20,22,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-15,20,22,20,22,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-22,20,22,20,22,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-29,20,22,20,22,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-11-05,20,22,20,22,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-11-12,20,22,20,22,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,MINIATURE,ROUND TYPE,,2017-09-16,26.5,26.5,26.5,26.5,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,MINIATURE,ROUND TYPE,,2017-09-23,25.5,26.5,25.5,26.5,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,MINIATURE,ROUND TYPE,,2017-09-30,22,26.5,22,26.5,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-09-24,35,35,35,35,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-10-01,30,35,30,35,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-10-08,30,35,30,35,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-10-15,30,35,30,35,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-10-22,30,35,30,35,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-10-29,30,30,30,30,CALIFORNIA,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,MINIATURE,ROUND TYPE,,2016-11-05,30,30,30,30,CALIFORNIA,,,,,,,,,,,N,
