Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,180,225,210,220,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,170,225,195,195,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,170,225,190,190,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,160,225,180,180,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,160,225,175,175,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,150,225,175,175,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,160,180,170,170,MICHIGAN,,jbo,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,150,180,165,165,MICHIGAN,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,140,160,145,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-10-29,140,160,145,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-11-05,180,225,210,220,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-11-05,170,225,195,195,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-11-05,170,225,190,190,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-11-05,160,225,180,180,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-11-05,160,225,175,175,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2016-11-05,150,225,175,175,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-23,200,225,210,225,MASSACHUSETTS,,jbo,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-23,175,200,185,200,MASSACHUSETTS,,xlge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-23,175,200,175,200,MASSACHUSETTS,,lge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-23,200,225,225,225,MICHIGAN,,jbo,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-23,175,200,200,200,MICHIGAN,,xlge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-23,175,200,200,200,MICHIGAN,,lge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-30,200,225,210,225,MASSACHUSETTS,,jbo,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-30,175,200,185,200,MASSACHUSETTS,,xlge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-30,175,200,175,175,MASSACHUSETTS,,lge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-30,200,225,225,225,MICHIGAN,,jbo,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-30,175,200,200,200,MICHIGAN,,xlge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,HOWDEN TYPE,,,2017-09-30,175,200,200,200,MICHIGAN,,lge,,,PER BIN,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-09-24,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-09-24,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-01,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-01,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-08,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-08,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-15,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-15,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-22,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-22,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-29,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-10-29,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-11-05,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,CINDERELLA,,,2016-11-05,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-09-24,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-10-01,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-10-08,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-10-15,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-10-22,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-10-29,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1/2 bushel cartons,FAIRYTALE,,,2016-11-05,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-09-24,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-09-24,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-01,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-01,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-08,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-08,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-15,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-15,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-22,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-22,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-29,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-10-29,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-11-05,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,24 inch bins,FAIRYTALE,,,2016-11-05,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,
PUMPKINS,BOSTON,,1 1/9 bushel crates,PIE TYPE,,,2016-09-24,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1 1/9 bushel crates,PIE TYPE,,,2016-10-01,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,1 1/9 bushel crates,PIE TYPE,,,2016-10-08,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
