Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
PUMPKINS,LOS ANGELES,,36 inch bins,HOWDEN WHITE TYPE,,,2017-09-30,250,250,250,250,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,HOWDEN WHITE TYPE,,,2017-09-30,0.5,0.5,0.5,0.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,CINDERELLA,,,2017-08-19,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,CINDERELLA,,,2017-08-26,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,CINDERELLA,,,2017-09-02,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,CINDERELLA,,,2017-09-09,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,CINDERELLA,,,2017-09-09,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,CINDERELLA,,,2017-09-16,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,CINDERELLA,,,2017-09-23,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,CINDERELLA,,,2017-09-30,0.3,0.3,0.3,0.3,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med-lge,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,CINDERELLA,,,2017-09-30,250,250,250,250,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,FAIRYTALE,,,2016-09-24,0.24,0.24,0.24,0.24,CALIFORNIA,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,FAIRYTALE,,,2016-10-01,0.24,0.24,0.24,0.24,CALIFORNIA,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,FAIRYTALE,,,2016-10-08,0.24,0.24,0.24,0.24,CALIFORNIA,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,FAIRYTALE,,,2016-10-15,0.24,0.24,0.24,0.24,CALIFORNIA,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,FAIRYTALE,,,2016-10-22,0.24,0.24,0.24,0.24,CALIFORNIA,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,FAIRYTALE,,,2016-10-29,0.24,0.24,0.24,0.24,CALIFORNIA,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,FAIRYTALE,,,2017-09-30,250,250,250,250,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,med,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,PIE TYPE,,,2017-09-16,30,30,30,30,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,PIE TYPE,,,2017-09-23,30,30,30,30,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,PIE TYPE,,,2017-09-30,30,30,30,30,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,36 inch bins,BIG MACK TYPE,,,2017-09-30,0.5,0.85,0.5,0.85,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-01,250,250,250,250,CALIFORNIA,,lge,,,EACH,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-01,0.55,0.55,0.55,0.55,CALIFORNIA,,sml,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-08,250,250,250,250,CALIFORNIA,,lge,,,EACH,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-08,0.55,0.55,0.55,0.55,CALIFORNIA,,sml,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-15,250,250,250,250,CALIFORNIA,,lge,,,EACH,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-15,0.55,0.55,0.55,0.55,CALIFORNIA,,sml,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-22,250,250,250,250,CALIFORNIA,,lge,,,EACH,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-22,0.55,0.55,0.55,0.55,CALIFORNIA,,sml,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-29,250,250,250,250,CALIFORNIA,,lge,,,EACH,,,,,,N,
PUMPKINS,LOS ANGELES,,each,BIG MACK TYPE,,,2016-10-29,0.55,0.55,0.55,0.55,CALIFORNIA,,sml,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-16,24.5,24.5,24.5,24.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-16,24.5,24.5,24.5,24.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,WHITE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-23,24.5,24.5,24.5,24.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,WHITE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-23,24.5,24.5,24.5,24.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-30,24.5,24.5,24.5,24.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,ORANGE,,,,,,,,N,
PUMPKINS,LOS ANGELES,,35 lb cartons,MINIATURE,FLAT TYPE,,2017-09-30,24.5,24.5,24.5,24.5,CALIFORNIA,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,WHITE,,,,,,,,N,
